Order-No.,Customer-No.,Item-No.,"Export to not EU [1 = n, 2 = y]","Dangerous Good [1 = n, 2 = y]",Planed-Master-Scenario-No.,Planed-Master-Order-Processing-Ongoing Position No.,Planed-Master-Order-Processing-Position-No. as an ID,Planed-Master-Order-Processing-Start-Time,Planed-Master-Order-Processing-End-Time,As-Is-Real-Order-Processing-Ongoing Position No.,As-Is-Master-Order-Processing-Position-No. as an ID,As-Is-Real-Order-Processing-Start-Time,As-Is-Real-Order-Processing-End-Time,Final Yield Quantity,Total Scrap Quantity,Problem_Type
ORD0026,CUS0011,ITE0003,1,1,SCE001,5,PR0005,2025-08-09 08:40:00,2025-08-09 08:50:00,5.0,PR0005,2025-08-09 09:36:00,2025-08-09 10:00:00,20,4,"Out of Order, Delayed, Quantity Issue, Quantity Issue"
ORD0026,CUS0011,ITE0003,1,1,SCE001,6,PR0006,2025-08-09 08:50:00,2025-08-09 09:00:00,6.0,PR0006,2025-08-09 10:00:00,2025-08-09 10:24:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue"
ORD0026,CUS0011,ITE0003,1,1,SCE001,7,PR0007,2025-08-09 09:00:00,2025-08-09 09:10:00,7.0,PR0007,2025-08-09 10:24:00,2025-08-09 10:48:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue"
ORD0026,CUS0011,ITE0003,1,1,SCE001,8,PR0008,2025-08-09 09:10:00,2025-08-09 09:20:00,8.0,PR0008,2025-08-09 10:48:00,2025-08-09 11:12:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue"
ORD0026,CUS0011,ITE0003,1,1,SCE001,9,PR0009,2025-08-09 09:20:00,2025-08-09 09:30:00,9.0,PR0009,2025-08-09 11:12:00,2025-08-09 11:36:00,20,4,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0026,CUS0011,ITE0003,1,1,SCE001,10,PR0010,2025-08-09 09:30:00,2025-08-09 09:40:00,10.0,PR0010,2025-08-09 11:36:00,2025-08-09 12:00:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0026,CUS0011,ITE0003,1,1,SCE001,11,PR0011,2025-08-09 09:40:00,2025-08-09 09:50:00,11.0,PR0011,2025-08-09 12:00:00,2025-08-09 12:24:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0026,CUS0011,ITE0003,1,1,SCE001,12,PR0012,2025-08-09 09:50:00,2025-08-09 10:00:00,12.0,PR0012,2025-08-09 12:24:00,2025-08-09 12:48:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,1,PR0001,2025-08-10 08:00:00,2025-08-10 08:10:00,1.0,PR0001,2025-08-10 08:00:00,2025-08-10 08:10:00,24,0,"Out of Order, Extra Steps"
ORD0027,CUS0014,ITE0020,2,2,SCE004,2,PR0002,2025-08-10 08:10:00,2025-08-10 08:20:00,2.0,PR0002,2025-08-10 08:10:00,2025-08-10 08:20:00,21,3,"Out of Order, Extra Steps, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,3,PR0003,2025-08-10 08:20:00,2025-08-10 08:30:00,3.0,PR0003,2025-08-10 08:20:00,2025-08-10 08:30:00,24,0,"Out of Order, Extra Steps, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,4,PR0004,2025-08-10 08:30:00,2025-08-10 08:40:00,4.0,PR0004,2025-08-10 08:30:00,2025-08-10 08:40:00,16,8,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,5,PR0005,2025-08-10 08:40:00,2025-08-10 08:50:00,5.0,PR0005,2025-08-10 08:40:00,2025-08-10 08:50:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,6,PR0014,2025-08-10 08:50:00,2025-08-10 09:00:00,6.0,PR0014,2025-08-10 08:50:00,2025-08-10 09:00:00,19,5,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,7,PR0006,2025-08-10 09:00:00,2025-08-10 09:10:00,15.0,PR0006,2025-08-10 10:20:00,2025-08-10 10:30:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,8,PR0007,2025-08-10 09:10:00,2025-08-10 09:20:00,10.0,PR0007,2025-08-10 09:30:00,2025-08-10 09:40:00,23,1,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,9,PR0008,2025-08-10 09:20:00,2025-08-10 09:30:00,11.0,PR0008,2025-08-10 09:40:00,2025-08-10 09:50:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,10,PR0013,2025-08-10 09:30:00,2025-08-10 09:40:00,12.0,PR0013,2025-08-10 09:50:00,2025-08-10 10:00:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,11,PR0009,2025-08-10 09:40:00,2025-08-10 09:50:00,13.0,PR0009,2025-08-10 10:00:00,2025-08-10 10:10:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,12,PR0010,2025-08-10 09:50:00,2025-08-10 10:00:00,14.0,PR0010,2025-08-10 10:10:00,2025-08-10 10:20:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,13,PR0011,2025-08-10 10:00:00,2025-08-10 10:10:00,7.0,PR0011,2025-08-10 09:00:00,2025-08-10 09:10:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0027,CUS0014,ITE0020,2,2,SCE004,14,PR0012,2025-08-10 10:10:00,2025-08-10 10:20:00,16.0,PR0012,2025-08-10 10:30:00,2025-08-10 10:40:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0028,CUS0018,ITE0023,1,1,SCE001,1,PR0001,2025-08-11 08:00:00,2025-08-11 08:10:00,1.0,PR0001,2025-08-11 08:00:00,2025-08-11 08:10:00,24,0,Out of Order
ORD0028,CUS0018,ITE0023,1,1,SCE001,2,PR0002,2025-08-11 08:10:00,2025-08-11 08:20:00,2.0,PR0002,2025-08-11 08:10:00,2025-08-11 08:20:00,24,0,Out of Order
ORD0028,CUS0018,ITE0023,1,1,SCE001,3,PR0003,2025-08-11 08:20:00,2025-08-11 08:30:00,3.0,PR0003,2025-08-11 08:20:00,2025-08-11 08:30:00,24,0,Out of Order
ORD0028,CUS0018,ITE0023,1,1,SCE001,4,PR0004,2025-08-11 08:30:00,2025-08-11 08:40:00,7.0,PR0004,2025-08-11 09:00:00,2025-08-11 09:10:00,24,0,Out of Order
ORD0028,CUS0018,ITE0023,1,1,SCE001,5,PR0005,2025-08-11 08:40:00,2025-08-11 08:50:00,5.0,PR0005,2025-08-11 08:40:00,2025-08-11 08:50:00,24,0,Out of Order
ORD0028,CUS0018,ITE0023,1,1,SCE001,6,PR0006,2025-08-11 08:50:00,2025-08-11 09:00:00,6.0,PR0006,2025-08-11 08:50:00,2025-08-11 09:00:00,24,0,Out of Order
ORD0028,CUS0018,ITE0023,1,1,SCE001,7,PR0007,2025-08-11 09:00:00,2025-08-11 09:10:00,4.0,PR0007,2025-08-11 08:30:00,2025-08-11 08:40:00,22,2,"Out of Order, Quantity Issue"
ORD0028,CUS0018,ITE0023,1,1,SCE001,8,PR0008,2025-08-11 09:10:00,2025-08-11 09:20:00,8.0,PR0008,2025-08-11 09:10:00,2025-08-11 09:20:00,24,0,"Out of Order, Quantity Issue"
ORD0028,CUS0018,ITE0023,1,1,SCE001,9,PR0009,2025-08-11 09:20:00,2025-08-11 09:30:00,9.0,PR0009,2025-08-11 09:20:00,2025-08-11 09:30:00,24,0,"Out of Order, Quantity Issue"
ORD0028,CUS0018,ITE0023,1,1,SCE001,10,PR0010,2025-08-11 09:30:00,2025-08-11 09:40:00,10.0,PR0010,2025-08-11 09:30:00,2025-08-11 09:40:00,24,0,"Out of Order, Quantity Issue"
ORD0028,CUS0018,ITE0023,1,1,SCE001,11,PR0011,2025-08-11 09:40:00,2025-08-11 09:50:00,11.0,PR0011,2025-08-11 09:40:00,2025-08-11 09:50:00,24,0,"Out of Order, Quantity Issue"
ORD0028,CUS0018,ITE0023,1,1,SCE001,12,PR0012,2025-08-11 09:50:00,2025-08-11 10:00:00,12.0,PR0012,2025-08-11 09:50:00,2025-08-11 10:00:00,24,0,"Out of Order, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,1,PR0001,2025-08-12 08:00:00,2025-08-12 08:10:00,1.0,PR0001,2025-08-12 08:00:00,2025-08-12 08:10:00,24,0,Duplicate Steps
ORD0029,CUS0009,ITE0003,2,2,SCE004,2,PR0002,2025-08-12 08:10:00,2025-08-12 08:20:00,2.0,PR0002,2025-08-12 08:10:00,2025-08-12 08:20:00,22,2,"Duplicate Steps, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,3,PR0003,2025-08-12 08:20:00,2025-08-12 08:30:00,3.0,PR0003,2025-08-12 08:20:00,2025-08-12 08:30:00,15,9,"Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,4,PR0004,2025-08-12 08:30:00,2025-08-12 08:40:00,4.0,PR0004,2025-08-12 08:30:00,2025-08-12 08:40:00,24,0,"Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,5,PR0005,2025-08-12 08:40:00,2025-08-12 08:50:00,5.0,PR0005,2025-08-12 08:40:00,2025-08-12 08:50:00,24,0,"Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,6,PR0014,2025-08-12 08:50:00,2025-08-12 09:00:00,7.0,PR0014,2025-08-12 09:00:00,2025-08-12 09:10:00,24,0,"Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,7,PR0006,2025-08-12 09:00:00,2025-08-12 09:10:00,8.0,PR0006,2025-08-12 09:10:00,2025-08-12 09:20:00,24,0,"Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,8,PR0007,2025-08-12 09:10:00,2025-08-12 09:20:00,9.0,PR0007,2025-08-12 09:20:00,2025-08-12 09:30:00,17,7,"Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,9,PR0008,2025-08-12 09:20:00,2025-08-12 09:30:00,10.0,PR0008,2025-08-12 09:30:00,2025-08-12 09:40:00,24,0,"Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,10,PR0013,2025-08-12 09:30:00,2025-08-12 09:40:00,11.0,PR0013,2025-08-12 09:40:00,2025-08-12 09:50:00,16,8,"Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,11,PR0009,2025-08-12 09:40:00,2025-08-12 09:50:00,12.0,PR0009,2025-08-12 09:50:00,2025-08-12 10:00:00,17,7,"Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,12,PR0010,2025-08-12 09:50:00,2025-08-12 10:00:00,13.0,PR0010,2025-08-12 10:00:00,2025-08-12 10:10:00,17,7,"Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,13,PR0011,2025-08-12 10:00:00,2025-08-12 10:10:00,14.0,PR0011,2025-08-12 10:10:00,2025-08-12 10:20:00,24,0,"Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0029,CUS0009,ITE0003,2,2,SCE004,14,PR0012,2025-08-12 10:10:00,2025-08-12 10:20:00,15.0,PR0012,2025-08-12 10:20:00,2025-08-12 10:30:00,24,0,"Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,1,PR0001,2025-08-13 08:00:00,2025-08-13 08:10:00,4.0,PR0001,2025-08-13 08:30:00,2025-08-13 08:40:00,24,0,"Missing Steps, Out of Order, Duplicate Steps"
ORD0030,CUS0009,ITE0012,2,1,SCE003,2,PR0002,2025-08-13 08:10:00,2025-08-13 08:20:00,2.0,PR0002,2025-08-13 08:10:00,2025-08-13 08:20:00,16,8,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,3,PR0003,2025-08-13 08:20:00,2025-08-13 08:30:00,3.0,PR0003,2025-08-13 08:20:00,2025-08-13 08:30:00,24,0,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,4,PR0004,2025-08-13 08:30:00,2025-08-13 08:40:00,1.0,PR0004,2025-08-13 08:00:00,2025-08-13 08:10:00,24,0,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,5,PR0005,2025-08-13 08:40:00,2025-08-13 08:50:00,5.0,PR0005,2025-08-13 08:40:00,2025-08-13 08:50:00,24,0,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,6,PR0014,2025-08-13 08:50:00,2025-08-13 09:00:00,6.0,PR0014,2025-08-13 08:50:00,2025-08-13 09:00:00,22,2,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,7,PR0006,2025-08-13 09:00:00,2025-08-13 09:10:00,7.0,PR0006,2025-08-13 09:00:00,2025-08-13 09:10:00,23,1,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,8,PR0007,2025-08-13 09:10:00,2025-08-13 09:20:00,8.0,PR0007,2025-08-13 09:10:00,2025-08-13 09:20:00,15,9,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,9,PR0008,2025-08-13 09:20:00,2025-08-13 09:30:00,9.0,PR0008,2025-08-13 09:20:00,2025-08-13 09:30:00,24,0,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,10,PR0009,2025-08-13 09:30:00,2025-08-13 09:40:00,10.0,PR0009,2025-08-13 09:30:00,2025-08-13 09:40:00,24,0,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,11,PR0010,2025-08-13 09:40:00,2025-08-13 09:50:00,,,,,24,0,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,12,PR0011,2025-08-13 09:50:00,2025-08-13 10:00:00,11.0,PR0011,2025-08-13 09:40:00,2025-08-13 09:50:00,15,9,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0030,CUS0009,ITE0012,2,1,SCE003,13,PR0012,2025-08-13 10:00:00,2025-08-13 10:10:00,13.0,PR0012,2025-08-13 10:00:00,2025-08-13 10:10:00,20,4,"Missing Steps, Out of Order, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,1,PR0001,2025-08-14 08:00:00,2025-08-14 08:10:00,1.0,PR0001,2025-08-14 08:00:00,2025-08-14 08:10:00,17,7,"Missing Steps, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,2,PR0002,2025-08-14 08:10:00,2025-08-14 08:20:00,2.0,PR0002,2025-08-14 08:10:00,2025-08-14 08:20:00,21,3,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,3,PR0003,2025-08-14 08:20:00,2025-08-14 08:30:00,3.0,PR0003,2025-08-14 08:20:00,2025-08-14 08:30:00,18,6,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,4,PR0004,2025-08-14 08:30:00,2025-08-14 08:40:00,4.0,PR0004,2025-08-14 08:30:00,2025-08-14 08:40:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,5,PR0005,2025-08-14 08:40:00,2025-08-14 08:50:00,5.0,PR0005,2025-08-14 08:40:00,2025-08-14 08:50:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,6,PR0014,2025-08-14 08:50:00,2025-08-14 09:00:00,6.0,PR0014,2025-08-14 08:50:00,2025-08-14 09:00:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,7,PR0006,2025-08-14 09:00:00,2025-08-14 09:10:00,,,,,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,8,PR0007,2025-08-14 09:10:00,2025-08-14 09:20:00,7.0,PR0007,2025-08-14 09:00:00,2025-08-14 09:10:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,9,PR0008,2025-08-14 09:20:00,2025-08-14 09:30:00,8.0,PR0008,2025-08-14 09:10:00,2025-08-14 09:20:00,23,1,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,10,PR0013,2025-08-14 09:30:00,2025-08-14 09:40:00,9.0,PR0013,2025-08-14 09:20:00,2025-08-14 09:30:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,11,PR0009,2025-08-14 09:40:00,2025-08-14 09:50:00,10.0,PR0009,2025-08-14 09:30:00,2025-08-14 09:40:00,21,3,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,12,PR0010,2025-08-14 09:50:00,2025-08-14 10:00:00,11.0,PR0010,2025-08-14 09:40:00,2025-08-14 09:50:00,21,3,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,13,PR0011,2025-08-14 10:00:00,2025-08-14 10:10:00,12.0,PR0011,2025-08-14 09:50:00,2025-08-14 10:00:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0031,CUS0013,ITE0042,2,2,SCE004,14,PR0012,2025-08-14 10:10:00,2025-08-14 10:20:00,13.0,PR0012,2025-08-14 10:00:00,2025-08-14 10:10:00,21,3,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,1,PR0001,2025-08-15 08:00:00,2025-08-15 08:10:00,1.0,PR0001,2025-08-15 08:00:00,2025-08-15 08:10:00,24,0,Missing Steps
ORD0032,CUS0018,ITE0042,1,2,SCE002,2,PR0002,2025-08-15 08:10:00,2025-08-15 08:20:00,2.0,PR0002,2025-08-15 08:10:00,2025-08-15 08:20:00,24,0,Missing Steps
ORD0032,CUS0018,ITE0042,1,2,SCE002,3,PR0003,2025-08-15 08:20:00,2025-08-15 08:30:00,3.0,PR0003,2025-08-15 08:20:00,2025-08-15 08:30:00,23,1,"Missing Steps, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,4,PR0004,2025-08-15 08:30:00,2025-08-15 08:40:00,4.0,PR0004,2025-08-15 08:30:00,2025-08-15 08:40:00,24,0,"Missing Steps, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,5,PR0005,2025-08-15 08:40:00,2025-08-15 08:50:00,5.0,PR0005,2025-08-15 08:40:00,2025-08-15 08:50:00,24,0,"Missing Steps, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,6,PR0006,2025-08-15 08:50:00,2025-08-15 09:00:00,6.0,PR0006,2025-08-15 08:50:00,2025-08-15 09:00:00,24,0,"Missing Steps, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,7,PR0007,2025-08-15 09:00:00,2025-08-15 09:10:00,7.0,PR0007,2025-08-15 09:00:00,2025-08-15 09:10:00,16,8,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,8,PR0013,2025-08-15 09:10:00,2025-08-15 09:20:00,8.0,PR0013,2025-08-15 09:10:00,2025-08-15 09:20:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,9,PR0008,2025-08-15 09:20:00,2025-08-15 09:30:00,9.0,PR0008,2025-08-15 09:20:00,2025-08-15 09:30:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,10,PR0009,2025-08-15 09:30:00,2025-08-15 09:40:00,,,,,24,0,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,11,PR0010,2025-08-15 09:40:00,2025-08-15 09:50:00,10.0,PR0010,2025-08-15 09:30:00,2025-08-15 09:40:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,12,PR0011,2025-08-15 09:50:00,2025-08-15 10:00:00,11.0,PR0011,2025-08-15 09:40:00,2025-08-15 09:50:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0032,CUS0018,ITE0042,1,2,SCE002,13,PR0012,2025-08-15 10:00:00,2025-08-15 10:10:00,12.0,PR0012,2025-08-15 09:50:00,2025-08-15 10:00:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0033,CUS0010,ITE0046,2,2,SCE004,1,PR0001,2025-08-16 08:00:00,2025-08-16 08:10:00,1.0,PR0001,2025-08-16 08:00:00,2025-08-16 08:10:00,24,0,None
ORD0033,CUS0010,ITE0046,2,2,SCE004,2,PR0002,2025-08-16 08:10:00,2025-08-16 08:20:00,2.0,PR0002,2025-08-16 08:10:00,2025-08-16 08:20:00,24,0,None
ORD0033,CUS0010,ITE0046,2,2,SCE004,3,PR0003,2025-08-16 08:20:00,2025-08-16 08:30:00,3.0,PR0003,2025-08-16 08:20:00,2025-08-16 08:30:00,24,0,None
ORD0033,CUS0010,ITE0046,2,2,SCE004,4,PR0004,2025-08-16 08:30:00,2025-08-16 08:40:00,4.0,PR0004,2025-08-16 08:30:00,2025-08-16 08:40:00,24,0,None
ORD0033,CUS0010,ITE0046,2,2,SCE004,5,PR0005,2025-08-16 08:40:00,2025-08-16 08:50:00,5.0,PR0005,2025-08-16 08:40:00,2025-08-16 08:50:00,24,0,None
ORD0033,CUS0010,ITE0046,2,2,SCE004,6,PR0014,2025-08-16 08:50:00,2025-08-16 09:00:00,6.0,PR0014,2025-08-16 08:50:00,2025-08-16 09:00:00,18,6,Quantity Issue
ORD0033,CUS0010,ITE0046,2,2,SCE004,7,PR0006,2025-08-16 09:00:00,2025-08-16 09:10:00,7.0,PR0006,2025-08-16 09:00:00,2025-08-16 09:10:00,19,5,"Quantity Issue, Quantity Issue"
ORD0033,CUS0010,ITE0046,2,2,SCE004,8,PR0007,2025-08-16 09:10:00,2025-08-16 09:20:00,8.0,PR0007,2025-08-16 09:10:00,2025-08-16 09:20:00,24,0,"Quantity Issue, Quantity Issue"
ORD0033,CUS0010,ITE0046,2,2,SCE004,9,PR0008,2025-08-16 09:20:00,2025-08-16 09:30:00,9.0,PR0008,2025-08-16 09:20:00,2025-08-16 09:30:00,24,0,"Quantity Issue, Quantity Issue"
ORD0033,CUS0010,ITE0046,2,2,SCE004,10,PR0013,2025-08-16 09:30:00,2025-08-16 09:40:00,10.0,PR0013,2025-08-16 09:30:00,2025-08-16 09:40:00,24,0,"Quantity Issue, Quantity Issue"
ORD0033,CUS0010,ITE0046,2,2,SCE004,11,PR0009,2025-08-16 09:40:00,2025-08-16 09:50:00,11.0,PR0009,2025-08-16 09:40:00,2025-08-16 09:50:00,16,8,"Quantity Issue, Quantity Issue, Quantity Issue"
ORD0033,CUS0010,ITE0046,2,2,SCE004,12,PR0010,2025-08-16 09:50:00,2025-08-16 10:00:00,12.0,PR0010,2025-08-16 09:50:00,2025-08-16 10:00:00,24,0,"Quantity Issue, Quantity Issue, Quantity Issue"
ORD0033,CUS0010,ITE0046,2,2,SCE004,13,PR0011,2025-08-16 10:00:00,2025-08-16 10:10:00,13.0,PR0011,2025-08-16 10:00:00,2025-08-16 10:10:00,24,0,"Quantity Issue, Quantity Issue, Quantity Issue"
ORD0033,CUS0010,ITE0046,2,2,SCE004,14,PR0012,2025-08-16 10:10:00,2025-08-16 10:20:00,14.0,PR0012,2025-08-16 10:10:00,2025-08-16 10:20:00,24,0,"Quantity Issue, Quantity Issue, Quantity Issue"
ORD0034,CUS0014,ITE0048,2,2,SCE005,1,PR0001,2025-08-17 08:00:00,2025-08-17 08:10:00,1.0,PR0001,2025-08-17 08:00:00,2025-08-17 08:10:00,24,0,Extra Steps
ORD0034,CUS0014,ITE0048,2,2,SCE005,2,PR0003,2025-08-17 08:10:00,2025-08-17 08:20:00,2.0,PR0003,2025-08-17 08:10:00,2025-08-17 08:20:00,24,0,Extra Steps
ORD0034,CUS0014,ITE0048,2,2,SCE005,3,PR0004,2025-08-17 08:20:00,2025-08-17 08:30:00,3.0,PR0004,2025-08-17 08:20:00,2025-08-17 08:30:00,24,0,Extra Steps
ORD0034,CUS0014,ITE0048,2,2,SCE005,4,PR0014,2025-08-17 08:30:00,2025-08-17 08:40:00,4.0,PR0014,2025-08-17 08:30:00,2025-08-17 08:40:00,24,0,Extra Steps
ORD0034,CUS0014,ITE0048,2,2,SCE005,5,PR0012,2025-08-17 08:40:00,2025-08-17 08:50:00,6.0,PR0012,2025-08-17 08:50:00,2025-08-17 09:00:00,18,6,"Extra Steps, Quantity Issue"
ORD0034,CUS0014,ITE0048,2,2,SCE005,6,PR0006,2025-08-17 08:50:00,2025-08-17 09:00:00,7.0,PR0006,2025-08-17 09:00:00,2025-08-17 09:10:00,24,0,"Extra Steps, Quantity Issue"
